# Time-averaged data for fix 3
# TimeStep v_strain v_stress_GPa
100 0.0002525 0.394596
200 0.0007525 0.388191
300 0.0012525 0.442718
400 0.0017525 0.421489
500 0.0022525 0.463055
600 0.0027525 0.465873
700 0.0032525 0.483771
800 0.0037525 0.482751
900 0.0042525 0.502962
1000 0.0047525 0.546204
1100 0.0052525 0.521105
1200 0.0057525 0.606276
1300 0.0062525 0.611782
1400 0.0067525 0.619545
1500 0.0072525 0.653757
1600 0.0077525 0.647646
1700 0.0082525 0.654979
1800 0.0087525 0.680225
1900 0.0092525 0.704098
2000 0.0097525 0.678231
2100 0.0102525 0.713201
2200 0.0107525 0.800888
2300 0.0112525 0.79431
2400 0.0117525 0.817519
2500 0.0122525 0.805435
2600 0.0127525 0.847566
2700 0.0132525 0.878659
2800 0.0137525 0.873827
2900 0.0142525 0.861168
3000 0.0147525 0.88956
3100 0.0152525 0.926408
3200 0.0157525 0.942696
3300 0.0162525 0.964134
3400 0.0167525 0.949048
3500 0.0172525 0.966689
3600 0.0177525 1.0591
3700 0.0182525 1.06254
3800 0.0187525 1.07148
3900 0.0192525 1.06134
4000 0.0197525 1.08203
4100 0.0202525 1.09908
4200 0.0207525 1.12945
4300 0.0212525 1.13292
4400 0.0217525 1.12625
4500 0.0222525 1.15741
4600 0.0227525 1.1805
4700 0.0232525 1.23267
4800 0.0237525 1.25725
4900 0.0242525 1.24604
5000 0.0247525 1.29052
5100 0.0252525 1.35845
5200 0.0257525 1.3318
5300 0.0262525 1.28237
5400 0.0267525 1.28525
5500 0.0272525 1.34802
5600 0.0277525 1.39183
5700 0.0282525 1.40595
5800 0.0287525 1.40896
5900 0.0292525 1.49111
6000 0.0297525 1.4854
6100 0.0302525 1.49415
6200 0.0307525 1.50571
6300 0.0312525 1.48413
6400 0.0317525 1.51324
6500 0.0322525 1.54852
6600 0.0327525 1.58887
6700 0.0332525 1.59845
6800 0.0337525 1.62594
6900 0.0342525 1.63814
7000 0.0347525 1.66237
7100 0.0352525 1.69246
7200 0.0357525 1.65025
7300 0.0362525 1.70452
7400 0.0367525 1.74104
7500 0.0372525 1.70248
7600 0.0377525 1.74317
7700 0.0382525 1.7694
7800 0.0387525 1.73489
7900 0.0392525 1.80696
8000 0.0397525 1.84619
8100 0.0402525 1.82774
8200 0.0407525 1.90589
8300 0.0412525 1.90368
8400 0.0417525 1.87185
8500 0.0422525 1.93205
8600 0.0427525 1.94806
8700 0.0432525 1.93398
8800 0.0437525 1.95088
8900 0.0442525 1.991
9000 0.0447525 2.03768
9100 0.0452525 2.03358
9200 0.0457525 2.08595
9300 0.0462525 2.07525
9400 0.0467525 2.11928
9500 0.0472525 2.12722
9600 0.0477525 2.12585
9700 0.0482525 2.14505
9800 0.0487525 2.17419
9900 0.0492525 2.20818
10000 0.0497525 2.23473
10100 0.0502525 2.26581
10200 0.0507525 2.24794
10300 0.0512525 2.25965
10400 0.0517525 2.27306
10500 0.0522525 2.29267
10600 0.0527525 2.32812
10700 0.0532525 2.33797
10800 0.0537525 2.33916
10900 0.0542525 2.37901
11000 0.0547525 2.39698
11100 0.0552525 2.39085
11200 0.0557525 2.42426
11300 0.0562525 2.4539
11400 0.0567525 2.4876
11500 0.0572525 2.53938
11600 0.0577525 2.52519
11700 0.0582525 2.54213
11800 0.0587525 2.5469
11900 0.0592525 2.5963
12000 0.0597525 2.58556
12100 0.0602525 2.57512
12200 0.0607525 2.62288
12300 0.0612525 2.65075
12400 0.0617525 2.67333
12500 0.0622525 2.71324
12600 0.0627525 2.72164
12700 0.0632525 2.73852
12800 0.0637525 2.75978
12900 0.0642525 2.78976
13000 0.0647525 2.79214
13100 0.0652525 2.79917
13200 0.0657525 2.80422
13300 0.0662525 2.84178
13400 0.0667525 2.88826
13500 0.0672525 2.91555
13600 0.0677525 2.89518
13700 0.0682525 2.98526
13800 0.0687525 2.9597
13900 0.0692525 2.9738
14000 0.0697525 3.00778
14100 0.0702525 2.97074
14200 0.0707525 2.93697
14300 0.0712525 3.02813
14400 0.0717525 3.04791
14500 0.0722525 3.07925
14600 0.0727525 3.1167
14700 0.0732525 3.13253
14800 0.0737525 3.14275
14900 0.0742525 3.18515
15000 0.0747525 3.15552
15100 0.0752525 3.12615
15200 0.0757525 3.16366
15300 0.0762525 3.21154
15400 0.0767525 3.26508
15500 0.0772525 3.29816
15600 0.0777525 3.2726
15700 0.0782525 3.3086
15800 0.0787525 3.36159
15900 0.0792525 3.40992
16000 0.0797525 3.38973
16100 0.0802525 3.43452
16200 0.0807525 3.47539
16300 0.0812525 3.44955
16400 0.0817525 3.4583
16500 0.0822525 3.48113
16600 0.0827525 3.50354
16700 0.0832525 3.50384
16800 0.0837525 3.54511
16900 0.0842525 3.60044
17000 0.0847525 3.64669
17100 0.0852525 3.67142
17200 0.0857525 3.6752
17300 0.0862525 3.68297
17400 0.0867525 3.69857
17500 0.0872525 3.6886
17600 0.0877525 3.70397
17700 0.0882525 3.71734
17800 0.0887525 3.72334
17900 0.0892525 3.77142
18000 0.0897525 3.83595
18100 0.0902525 3.91944
18200 0.0907525 3.86038
18300 0.0912525 3.85
18400 0.0917525 3.91958
18500 0.0922525 3.95511
18600 0.0927525 3.93668
18700 0.0932525 3.93203
18800 0.0937525 3.97004
18900 0.0942525 4.01592
19000 0.0947525 4.06243
19100 0.0952525 4.03387
19200 0.0957525 4.06203
19300 0.0962525 4.11595
19400 0.0967525 4.15278
19500 0.0972525 4.15151
19600 0.0977525 4.17561
19700 0.0982525 4.19279
19800 0.0987525 4.23601
19900 0.0992525 4.22714
20000 0.0997525 4.23405
20100 0.100253 4.23444
20200 0.100753 4.23549
20300 0.101253 4.30336
20400 0.101753 4.37298
20500 0.102253 4.35317
20600 0.102753 4.34923
20700 0.103253 4.35384
20800 0.103753 4.39265
20900 0.104253 4.4253
21000 0.104753 4.4315
21100 0.105253 4.40049
21200 0.105753 4.44149
21300 0.106253 4.44447
21400 0.106753 4.49825
21500 0.107253 4.54537
21600 0.107753 4.55144
21700 0.108253 4.6309
21800 0.108753 4.58058
21900 0.109253 4.6037
22000 0.109753 4.5885
22100 0.110253 4.61361
22200 0.110753 4.62817
22300 0.111253 4.65821
22400 0.111753 4.69734
