# Time-averaged data for fix 3
# TimeStep v_strain v_stress_GPa
100 5.05e-06 0.548894
200 1.505e-05 0.618368
300 2.505e-05 0.63955
400 3.505e-05 0.606972
500 4.505e-05 0.556063
600 5.505e-05 0.630565
700 6.505e-05 0.665413
800 7.505e-05 0.550851
900 8.505e-05 0.637849
1000 9.505e-05 0.706465
1100 0.00010505 0.574934
1200 0.00011505 0.593044
1300 0.00012505 0.542072
1400 0.00013505 0.589111
1500 0.00014505 0.585085
1600 0.00015505 0.726576
1700 0.00016505 0.632041
1800 0.00017505 0.647982
1900 0.00018505 0.636731
2000 0.00019505 0.505863
2100 0.00020505 0.63969
2200 0.00021505 0.521019
2300 0.00022505 0.634267
2400 0.00023505 0.719303
2500 0.00024505 0.68265
2600 0.00025505 0.533103
2700 0.00026505 0.453274
2800 0.00027505 0.621901
2900 0.00028505 0.664159
3000 0.00029505 0.687757
3100 0.00030505 0.680428
3200 0.00031505 0.584656
3300 0.00032505 0.569923
3400 0.00033505 0.503286
3500 0.00034505 0.621701
3600 0.00035505 0.715582
3700 0.00036505 0.619893
3800 0.00037505 0.693771
3900 0.00038505 0.546708
4000 0.00039505 0.492535
4100 0.00040505 0.586336
4200 0.00041505 0.590634
4300 0.00042505 0.747928
4400 0.00043505 0.66313
4500 0.00044505 0.51784
4600 0.00045505 0.523454
4700 0.00046505 0.498076
4800 0.00047505 0.613824
4900 0.00048505 0.747395
5000 0.00049505 0.706823
5100 0.00050505 0.608887
5200 0.00051505 0.488315
5300 0.00052505 0.509745
5400 0.00053505 0.639941
5500 0.00054505 0.651607
5600 0.00055505 0.641784
5700 0.00056505 0.654475
5800 0.00057505 0.603426
5900 0.00058505 0.535819
6000 0.00059505 0.602461
6100 0.00060505 0.648284
6200 0.00061505 0.682411
6300 0.00062505 0.693248
6400 0.00063505 0.625867
6500 0.00064505 0.497173
6600 0.00065505 0.577085
6700 0.00066505 0.566916
6800 0.00067505 0.678732
6900 0.00068505 0.73908
7000 0.00069505 0.643458
7100 0.00070505 0.612876
7200 0.00071505 0.535175
