# Time-averaged data for fix 3
# TimeStep v_strain v_stress_GPa
100 2.525e-05 0.376038
200 7.525e-05 0.341341
300 0.00012525 0.375367
400 0.00017525 0.340017
500 0.00022525 0.375163
600 0.00027525 0.379108
700 0.00032525 0.396717
800 0.00037525 0.389128
900 0.00042525 0.39621
1000 0.00047525 0.408292
1100 0.00052525 0.354582
1200 0.00057525 0.392062
1300 0.00062525 0.37522
1400 0.00067525 0.367817
1500 0.00072525 0.390018
1600 0.00077525 0.387004
1700 0.00082525 0.403703
1800 0.00087525 0.411678
1900 0.00092525 0.412056
2000 0.00097525 0.38285
2100 0.00102525 0.395809
2200 0.00107525 0.424965
2300 0.00112525 0.392046
2400 0.00117525 0.39563
2500 0.00122525 0.395147
2600 0.00127525 0.376479
2700 0.00132525 0.438269
2800 0.00137525 0.433777
2900 0.00142525 0.420377
3000 0.00147525 0.426714
3100 0.00152525 0.449675
3200 0.00157525 0.424556
3300 0.00162525 0.43992
3400 0.00167525 0.397663
3500 0.00172525 0.389134
3600 0.00177525 0.443979
3700 0.00182525 0.435364
3800 0.00187525 0.417491
3900 0.00192525 0.4262
4000 0.00197525 0.429138
4100 0.00202525 0.456124
4200 0.00207525 0.462711
4300 0.00212525 0.428671
4400 0.00217525 0.430679
4500 0.00222525 0.444816
4600 0.00227525 0.435786
4700 0.00232525 0.432417
4800 0.00237525 0.448464
4900 0.00242525 0.440025
5000 0.00247525 0.448267
5100 0.00252525 0.478142
5200 0.00257525 0.479954
5300 0.00262525 0.46434
5400 0.00267525 0.465521
5500 0.00272525 0.452058
5600 0.00277525 0.477803
5700 0.00282525 0.461015
5800 0.00287525 0.462084
5900 0.00292525 0.46863
6000 0.00297525 0.464066
6100 0.00302525 0.498953
6200 0.00307525 0.501651
6300 0.00312525 0.484723
6400 0.00317525 0.494314
6500 0.00322525 0.475526
6600 0.00327525 0.501879
6700 0.00332525 0.469389
6800 0.00337525 0.495782
6900 0.00342525 0.484656
7000 0.00347525 0.497827
7100 0.00352525 0.477697
7200 0.00357525 0.481008
7300 0.00362525 0.523603
7400 0.00367525 0.502258
7500 0.00372525 0.509796
7600 0.00377525 0.526424
7700 0.00382525 0.502805
7800 0.00387525 0.517138
7900 0.00392525 0.471459
8000 0.00397525 0.483731
8100 0.00402525 0.506164
8200 0.00407525 0.49758
8300 0.00412525 0.509709
8400 0.00417525 0.540485
8500 0.00422525 0.528658
