# Time-averaged data for fix 3
# TimeStep v_strain v_stress_GPa
100 0.0002525 0.278885
200 0.0007525 0.354424
300 0.0012525 0.419572
400 0.0017525 0.418407
500 0.0022525 0.427523
600 0.0027525 0.420226
700 0.0032525 0.397756
800 0.0037525 0.365822
900 0.0042525 0.343429
1000 0.0047525 0.319906
1100 0.0052525 0.298967
1200 0.0057525 0.303628
1300 0.0062525 0.334994
1400 0.0067525 0.432157
1500 0.0072525 0.486527
1600 0.0077525 0.557842
1700 0.0082525 0.579368
1800 0.0087525 0.668817
1900 0.0092525 0.680799
2000 0.0097525 0.697369
2100 0.0102525 0.698
2200 0.0107525 0.686107
2300 0.0112525 0.65174
2400 0.0117525 0.598051
2500 0.0122525 0.575936
2600 0.0127525 0.571799
2700 0.0132525 0.616053
2800 0.0137525 0.641203
2900 0.0142525 0.689561
3000 0.0147525 0.735711
3100 0.0152525 0.817751
3200 0.0157525 0.863523
3300 0.0162525 0.903532
3400 0.0167525 0.967457
3500 0.0172525 0.998878
3600 0.0177525 0.98722
3700 0.0182525 0.956385
3800 0.0187525 0.915083
3900 0.0192525 0.889961
4000 0.0197525 0.907285
4100 0.0202525 0.886963
4200 0.0207525 0.891962
4300 0.0212525 0.917301
4400 0.0217525 0.960232
4500 0.0222525 1.01119
4600 0.0227525 1.07021
4700 0.0232525 1.17092
4800 0.0237525 1.21528
4900 0.0242525 1.23279
5000 0.0247525 1.26845
5100 0.0252525 1.24797
5200 0.0257525 1.24846
5300 0.0262525 1.22656
5400 0.0267525 1.19052
5500 0.0272525 1.16683
5600 0.0277525 1.1739
5700 0.0282525 1.15276
5800 0.0287525 1.1938
5900 0.0292525 1.2351
6000 0.0297525 1.31259
6100 0.0302525 1.3811
6200 0.0307525 1.41932
6300 0.0312525 1.4811
6400 0.0317525 1.51803
6500 0.0322525 1.56019
6600 0.0327525 1.5518
6700 0.0332525 1.55387
6800 0.0337525 1.52645
6900 0.0342525 1.48971
7000 0.0347525 1.47388
7100 0.0352525 1.44309
7200 0.0357525 1.47215
7300 0.0362525 1.50813
7400 0.0367525 1.52509
7500 0.0372525 1.57842
7600 0.0377525 1.64478
7700 0.0382525 1.6885
7800 0.0387525 1.76749
7900 0.0392525 1.83905
8000 0.0397525 1.86682
8100 0.0402525 1.86162
8200 0.0407525 1.83941
8300 0.0412525 1.80814
8400 0.0417525 1.77927
8500 0.0422525 1.78237
8600 0.0427525 1.76035
8700 0.0432525 1.77747
8800 0.0437525 1.79092
8900 0.0442525 1.79513
9000 0.0447525 1.86791
9100 0.0452525 1.92947
9200 0.0457525 2.02719
9300 0.0462525 2.07573
9400 0.0467525 2.12437
9500 0.0472525 2.14173
9600 0.0477525 2.11749
9700 0.0482525 2.14113
9800 0.0487525 2.14167
9900 0.0492525 2.09877
10000 0.0497525 2.09295
10100 0.0502525 2.06118
10200 0.0507525 2.06809
10300 0.0512525 2.06477
10400 0.0517525 2.12779
10500 0.0522525 2.16824
10600 0.0527525 2.22888
10700 0.0532525 2.31241
10800 0.0537525 2.3553
10900 0.0542525 2.38645
11000 0.0547525 2.41497
11100 0.0552525 2.45367
11200 0.0557525 2.47605
11300 0.0562525 2.47793
11400 0.0567525 2.42572
11500 0.0572525 2.40759
11600 0.0577525 2.38541
11700 0.0582525 2.39214
11800 0.0587525 2.39492
11900 0.0592525 2.42553
12000 0.0597525 2.48569
12100 0.0602525 2.51212
12200 0.0607525 2.53158
12300 0.0612525 2.61163
12400 0.0617525 2.6836
12500 0.0622525 2.73722
12600 0.0627525 2.77057
12700 0.0632525 2.78477
12800 0.0637525 2.75828
12900 0.0642525 2.75195
13000 0.0647525 2.69219
13100 0.0652525 2.70892
13200 0.0657525 2.7401
13300 0.0662525 2.74271
13400 0.0667525 2.7115
13500 0.0672525 2.70766
13600 0.0677525 2.78999
13700 0.0682525 2.83598
13800 0.0687525 2.93292
13900 0.0692525 2.99057
14000 0.0697525 3.03735
14100 0.0702525 3.06598
14200 0.0707525 3.07295
14300 0.0712525 3.07082
14400 0.0717525 3.08165
14500 0.0722525 3.08857
14600 0.0727525 3.07356
14700 0.0732525 3.01957
14800 0.0737525 3.0255
14900 0.0742525 3.03064
15000 0.0747525 3.05956
15100 0.0752525 3.13194
15200 0.0757525 3.16256
15300 0.0762525 3.22997
15400 0.0767525 3.25892
15500 0.0772525 3.29597
15600 0.0777525 3.32204
15700 0.0782525 3.39505
15800 0.0787525 3.43666
15900 0.0792525 3.42871
16000 0.0797525 3.4072
16100 0.0802525 3.39067
16200 0.0807525 3.34205
16300 0.0812525 3.34796
16400 0.0817525 3.35879
16500 0.0822525 3.36853
16600 0.0827525 3.42762
16700 0.0832525 3.46412
16800 0.0837525 3.50016
16900 0.0842525 3.54519
17000 0.0847525 3.61375
17100 0.0852525 3.68117
17200 0.0857525 3.71521
17300 0.0862525 3.75616
17400 0.0867525 3.73725
17500 0.0872525 3.71797
17600 0.0877525 3.71353
17700 0.0882525 3.68195
17800 0.0887525 3.75096
17900 0.0892525 3.73017
18000 0.0897525 3.74115
18100 0.0902525 3.73514
18200 0.0907525 3.76189
18300 0.0912525 3.81326
18400 0.0917525 3.85684
18500 0.0922525 3.91983
18600 0.0927525 3.97456
18700 0.0932525 4.02902
18800 0.0937525 4.0667
18900 0.0942525 4.0898
19000 0.0947525 4.12675
19100 0.0952525 4.11911
19200 0.0957525 4.08989
19300 0.0962525 4.0797
19400 0.0967525 4.04395
19500 0.0972525 4.08829
19600 0.0977525 4.11134
19700 0.0982525 4.121
19800 0.0987525 4.15586
19900 0.0992525 4.22021
20000 0.0997525 4.25309
20100 0.100253 4.29247
20200 0.100753 4.34446
20300 0.101253 4.39174
20400 0.101753 4.43864
20500 0.102253 4.46879
20600 0.102753 4.44996
20700 0.103253 4.46189
20800 0.103753 4.44863
20900 0.104253 4.41036
21000 0.104753 4.40137
21100 0.105253 4.41304
21200 0.105753 4.43059
21300 0.106253 4.4755
21400 0.106753 4.51044
21500 0.107253 4.51958
21600 0.107753 4.59959
21700 0.108253 4.66659
21800 0.108753 4.70773
21900 0.109253 4.73383
22000 0.109753 4.76468
22100 0.110253 4.78479
22200 0.110753 4.78932
22300 0.111253 4.79606
22400 0.111753 4.81806
22500 0.112253 4.80604
22600 0.112753 4.7681
22700 0.113253 4.73721
22800 0.113753 4.75106
22900 0.114253 4.81624
23000 0.114752 4.86459
23100 0.115253 4.90922
23200 0.115753 4.96975
23300 0.116253 5.03205
23400 0.116753 5.05652
23500 0.117253 5.10218
23600 0.117753 5.12814
23700 0.118253 5.12576
23800 0.118753 5.09638
23900 0.119253 5.11329
24000 0.119753 5.12129
24100 0.120253 5.10768
24200 0.120753 5.08106
24300 0.121253 5.1043
24400 0.121753 5.15689
