# Time-averaged data for fix 3
# TimeStep v_strain v_stress_GPa
100 2.525e-05 0.550492
200 7.525e-05 0.621804
300 0.00012525 0.643856
400 0.00017525 0.611544
500 0.00022525 0.564135
600 0.00027525 0.637689
700 0.00032525 0.672954
800 0.00037525 0.56454
900 0.00042525 0.649924
1000 0.00047525 0.719368
1100 0.00052525 0.598785
1200 0.00057525 0.598069
1300 0.00062525 0.556452
1400 0.00067525 0.609314
1500 0.00072525 0.601633
1600 0.00077525 0.729039
1700 0.00082525 0.656336
1800 0.00087525 0.647779
1900 0.00092525 0.591465
2000 0.00097525 0.544226
2100 0.00102525 0.632829
2200 0.00107525 0.56167
2300 0.00112525 0.686987
2400 0.00117525 0.75707
2500 0.00122525 0.675537
2600 0.00127525 0.611983
2700 0.00132525 0.515059
2800 0.00137525 0.634006
2900 0.00142525 0.677098
3000 0.00147525 0.690526
3100 0.00152525 0.635166
3200 0.00157525 0.681152
3300 0.00162525 0.673662
3400 0.00167525 0.607125
3500 0.00172525 0.65675
3600 0.00177525 0.625169
3700 0.00182525 0.710122
3800 0.00187525 0.710693
3900 0.00192525 0.646472
4000 0.00197525 0.643145
4100 0.00202525 0.617679
4200 0.00207525 0.60855
4300 0.00212525 0.683109
4400 0.00217525 0.700926
4500 0.00222525 0.57204
4600 0.00227525 0.665195
4700 0.00232525 0.600225
4800 0.00237525 0.698628
4900 0.00242525 0.716731
5000 0.00247525 0.631379
5100 0.00252525 0.626887
5200 0.00257525 0.630999
5300 0.00262525 0.620607
5400 0.00267525 0.676657
5500 0.00272525 0.622783
5600 0.00277525 0.67737
5700 0.00282525 0.654205
5800 0.00287525 0.68844
5900 0.00292525 0.648024
6000 0.00297525 0.661506
6100 0.00302525 0.702505
6200 0.00307525 0.699136
6300 0.00312525 0.63237
6400 0.00317525 0.716572
6500 0.00322525 0.658282
6600 0.00327525 0.670181
6700 0.00332525 0.683898
6800 0.00337525 0.67509
6900 0.00342525 0.630524
7000 0.00347525 0.636253
7100 0.00352525 0.655454
7200 0.00357525 0.661066
7300 0.00362525 0.748577
7400 0.00367525 0.761762
7500 0.00372525 0.66341
7600 0.00377525 0.701939
7700 0.00382525 0.626082
7800 0.00387525 0.649503
7900 0.00392525 0.664098
8000 0.00397525 0.814022
8100 0.00402525 0.782742
8200 0.00407525 0.718599
8300 0.00412525 0.629115
8400 0.00417525 0.661052
8500 0.00422525 0.688985
8600 0.00427525 0.81062
8700 0.00432525 0.725371
8800 0.00437525 0.749173
8900 0.00442525 0.687871
9000 0.00447525 0.658163
9100 0.00452525 0.718388
9200 0.00457525 0.681595
9300 0.00462525 0.793774
9400 0.00467525 0.741657
9500 0.00472525 0.677642
9600 0.00477525 0.765116
9700 0.00482525 0.694819
9800 0.00487525 0.741835
9900 0.00492525 0.7009
10000 0.00497525 0.695768
10100 0.00502525 0.765439
10200 0.00507525 0.736784
10300 0.00512525 0.753838
10400 0.00517525 0.761179
10500 0.00522525 0.692688
10600 0.00527525 0.773473
10700 0.00532525 0.726109
10800 0.00537525 0.72701
10900 0.00542525 0.743907
11000 0.00547525 0.772316
11100 0.00552525 0.797787
11200 0.00557525 0.720761
11300 0.00562525 0.68655
11400 0.00567525 0.712631
11500 0.00572525 0.763843
11600 0.00577525 0.824979
11700 0.00582525 0.79549
11800 0.00587525 0.713722
11900 0.00592525 0.73898
12000 0.00597525 0.720177
12100 0.00602525 0.819346
12200 0.00607525 0.819518
12300 0.00612525 0.79299
12400 0.00617525 0.802197
12500 0.00622525 0.705038
12600 0.00627525 0.722763
12700 0.00632525 0.81626
12800 0.00637525 0.811851
12900 0.00642525 0.801423
13000 0.00647525 0.733675
13100 0.00652525 0.759635
13200 0.00657525 0.747872
13300 0.00662525 0.866087
13400 0.00667525 0.808899
13500 0.00672525 0.773448
13600 0.00677525 0.727807
13700 0.00682525 0.791055
13800 0.00687525 0.794508
13900 0.00692525 0.79627
14000 0.00697525 0.821062
14100 0.00702525 0.780483
14200 0.00707525 0.82311
14300 0.00712525 0.844919
14400 0.00717525 0.744236
14500 0.00722525 0.767112
14600 0.00727525 0.812317
14700 0.00732525 0.816993
14800 0.00737525 0.852361
14900 0.00742525 0.858488
15000 0.00747525 0.793787
15100 0.00752525 0.759492
15200 0.00757525 0.795696
15300 0.00762525 0.823509
15400 0.00767525 0.929646
15500 0.00772525 0.876264
15600 0.00777525 0.7659
15700 0.00782525 0.774641
15800 0.00787525 0.802045
15900 0.00792525 0.868932
16000 0.00797525 0.859229
16100 0.00802525 0.83144
16200 0.00807525 0.848152
16300 0.00812525 0.845935
16400 0.00817525 0.804601
16500 0.00822525 0.844944
16600 0.00827525 0.875993
16700 0.00832525 0.923024
16800 0.00837525 0.838559
16900 0.00842525 0.854759
17000 0.00847525 0.801334
17100 0.00852525 0.804892
17200 0.00857525 0.883443
17300 0.00862525 0.862573
17400 0.00867525 0.905928
17500 0.00872525 0.848615
17600 0.00877525 0.828862
17700 0.00882525 0.853621
17800 0.00887525 0.778312
17900 0.00892525 0.849552
18000 0.00897525 0.950805
18100 0.00902525 0.887191
18200 0.00907525 0.879725
18300 0.00912525 0.796862
18400 0.00917525 0.814711
18500 0.00922525 0.872529
18600 0.00927525 0.883154
18700 0.00932525 0.904848
18800 0.00937525 0.85804
18900 0.00942525 0.853525
19000 0.00947525 0.816348
19100 0.00952525 0.961859
19200 0.00957525 0.926898
19300 0.00962525 0.916346
19400 0.00967525 0.864851
19500 0.00972525 0.89377
19600 0.00977525 0.861346
19700 0.00982525 0.819585
19800 0.00987525 0.936245
19900 0.00992525 0.928204
20000 0.00997525 0.948658
20100 0.0100252 0.887921
20200 0.0100753 0.846475
20300 0.0101253 0.840189
20400 0.0101753 0.898862
20500 0.0102253 1.00073
20600 0.0102753 0.923269
20700 0.0103252 0.942228
20800 0.0103753 0.862142
20900 0.0104253 0.847911
21000 0.0104753 0.91672
21100 0.0105253 1.00083
21200 0.0105753 0.912622
21300 0.0106252 0.990027
21400 0.0106753 0.934019
21500 0.0107253 0.817136
21600 0.0107753 0.912085
21700 0.0108253 0.962044
21800 0.0108753 0.968468
21900 0.0109253 0.882844
22000 0.0109753 0.861454
22100 0.0110253 0.90491
22200 0.0110752 0.93293
22300 0.0111252 0.965454
22400 0.0111753 0.932019
22500 0.0112253 0.917103
22600 0.0112753 0.939
22700 0.0113253 0.976392
22800 0.0113753 0.883089
22900 0.0114252 0.874764
23000 0.0114753 0.933406
23100 0.0115253 0.941909
23200 0.0115752 1.01524
23300 0.0116253 0.932279
23400 0.0116752 0.934497
23500 0.0117253 0.898202
23600 0.0117753 0.930017
23700 0.0118253 1.01144
23800 0.0118753 1.0036
23900 0.0119253 0.967077
24000 0.0119752 0.952194
24100 0.0120253 0.930583
24200 0.0120753 0.945874
24300 0.0121252 1.01846
24400 0.0121752 1.04325
24500 0.0122253 0.997495
24600 0.0122753 0.948662
24700 0.0123253 0.966128
24800 0.0123753 0.987032
24900 0.0124253 0.934143
25000 0.0124753 0.99535
25100 0.0125253 1.01978
25200 0.0125753 1.03059
25300 0.0126252 0.983254
25400 0.0126753 0.97254
25500 0.0127253 0.894239
25600 0.0127753 1.01533
25700 0.0128253 1.05597
25800 0.0128752 1.06683
25900 0.0129252 1.03065
26000 0.0129753 0.938144
26100 0.0130252 0.98556
26200 0.0130753 1.0073
26300 0.0131253 0.987913
26400 0.0131753 1.08661
26500 0.0132253 0.988675
26600 0.0132753 0.988504
26700 0.0133253 1.04328
26800 0.0133753 1.02266
26900 0.0134253 1.01512
27000 0.0134753 1.02682
27100 0.0135252 1.031
27200 0.0135753 0.967888
27300 0.0136253 1.03013
27400 0.0136753 1.01874
27500 0.0137253 1.07381
27600 0.0137752 1.00041
27700 0.0138253 0.964641
27800 0.0138753 1.03489
27900 0.0139253 1.07041
28000 0.0139753 1.04997
28100 0.0140253 1.06627
28200 0.0140753 1.07984
28300 0.0141253 0.988036
28400 0.0141753 1.04917
28500 0.0142253 0.994689
28600 0.0142753 1.06294
28700 0.0143253 1.06956
28800 0.0143753 1.02568
28900 0.0144253 1.09037
29000 0.0144753 0.999177
29100 0.0145253 1.07835
29200 0.0145753 1.1093
29300 0.0146253 1.05444
29400 0.0146753 1.10063
29500 0.0147252 1.07047
29600 0.0147753 1.01807
29700 0.0148253 1.09817
29800 0.0148753 0.984962
29900 0.0149253 1.05731
30000 0.0149753 1.13527
30100 0.0150253 1.15158
30200 0.0150753 1.07501
30300 0.0151253 1.03564
30400 0.0151753 0.997632
30500 0.0152253 1.04541
30600 0.0152753 1.02549
30700 0.0153253 1.19204
30800 0.0153753 1.15785
30900 0.0154253 1.09714
31000 0.0154752 1.04088
31100 0.0155253 0.969643
31200 0.0155753 0.988241
31300 0.0156253 1.16716
