# Time-averaged data for fix 3
# TimeStep v_strain v_stress_GPa
100 0.0002525 0.263185
200 0.0007525 0.310256
300 0.0012525 0.347964
400 0.0017525 0.384757
500 0.0022525 0.37784
600 0.0027525 0.406332
700 0.0032525 0.397191
800 0.0037525 0.390505
900 0.0042525 0.370315
1000 0.0047525 0.373713
1100 0.0052525 0.347219
1200 0.0057525 0.34664
1300 0.0062525 0.336225
1400 0.0067525 0.33584
1500 0.0072525 0.3275
1600 0.0077525 0.341397
1700 0.0082525 0.376117
1800 0.0087525 0.410804
1900 0.0092525 0.462467
2000 0.0097525 0.500888
2100 0.0102525 0.570637
2200 0.0107525 0.627254
2300 0.0112525 0.664342
2400 0.0117525 0.702702
2500 0.0122525 0.737234
2600 0.0127525 0.771295
2700 0.0132525 0.797765
2800 0.0137525 0.798199
2900 0.0142525 0.799866
3000 0.0147525 0.803795
3100 0.0152525 0.797824
3200 0.0157525 0.775679
3300 0.0162525 0.745185
3400 0.0167525 0.742035
3500 0.0172525 0.723915
3600 0.0177525 0.737777
3700 0.0182525 0.74978
3800 0.0187525 0.777045
3900 0.0192525 0.819049
4000 0.0197525 0.841523
4100 0.0202525 0.892873
4200 0.0207525 0.928137
4300 0.0212525 0.986364
4400 0.0217525 1.03418
4500 0.0222525 1.089
4600 0.0227525 1.12358
4700 0.0232525 1.15889
4800 0.0237525 1.19386
4900 0.0242525 1.23615
5000 0.0247525 1.23922
5100 0.0252525 1.22185
5200 0.0257525 1.21364
5300 0.0262525 1.20616
5400 0.0267525 1.17648
5500 0.0272525 1.18081
5600 0.0277525 1.19473
5700 0.0282525 1.18828
5800 0.0287525 1.17178
5900 0.0292525 1.17746
6000 0.0297525 1.20014
6100 0.0302525 1.22926
6200 0.0307525 1.2772
6300 0.0312525 1.3203
6400 0.0317525 1.36513
6500 0.0322525 1.42042
6600 0.0327525 1.47969
6700 0.0332525 1.5262
6800 0.0337525 1.57842
6900 0.0342525 1.61151
7000 0.0347525 1.63653
7100 0.0352525 1.63691
7200 0.0357525 1.66372
7300 0.0362525 1.6749
7400 0.0367525 1.67404
7500 0.0372525 1.65284
7600 0.0377525 1.64639
7700 0.0382525 1.6251
7800 0.0387525 1.62198
7900 0.0392525 1.61315
8000 0.0397525 1.619
8100 0.0402525 1.62632
8200 0.0407525 1.65254
8300 0.0412525 1.68251
8400 0.0417525 1.72529
8500 0.0422525 1.78049
8600 0.0427525 1.84292
8700 0.0432525 1.87899
8800 0.0437525 1.91892
8900 0.0442525 1.95442
9000 0.0447525 2.01234
9100 0.0452525 2.05234
9200 0.0457525 2.09277
9300 0.0462525 2.1174
9400 0.0467525 2.1255
9500 0.0472525 2.12165
9600 0.0477525 2.10635
9700 0.0482525 2.09149
9800 0.0487525 2.08814
9900 0.0492525 2.08981
10000 0.0497525 2.08002
10100 0.0502525 2.07785
10200 0.0507525 2.07887
10300 0.0512525 2.09974
10400 0.0517525 2.1219
10500 0.0522525 2.14909
10600 0.0527525 2.1923
10700 0.0532525 2.2451
10800 0.0537525 2.29973
10900 0.0542525 2.35006
11000 0.0547525 2.39679
11100 0.0552525 2.44639
11200 0.0557525 2.47781
11300 0.0562525 2.52762
11400 0.0567525 2.5545
11500 0.0572525 2.5586
11600 0.0577525 2.58198
11700 0.0582525 2.57631
11800 0.0587525 2.57391
11900 0.0592525 2.58029
12000 0.0597525 2.56794
12100 0.0602525 2.56784
12200 0.0607525 2.54124
12300 0.0612525 2.54002
12400 0.0617525 2.54789
12500 0.0622525 2.5654
12600 0.0627525 2.58913
12700 0.0632525 2.63953
12800 0.0637525 2.6679
12900 0.0642525 2.7203
13000 0.0647525 2.75542
13100 0.0652525 2.81188
13200 0.0657525 2.86639
13300 0.0662525 2.90974
13400 0.0667525 2.94609
13500 0.0672525 2.98427
13600 0.0677525 3.00307
13700 0.0682525 3.04033
13800 0.0687525 3.06954
13900 0.0692525 3.06259
14000 0.0697525 3.05926
14100 0.0702525 3.06637
14200 0.0707525 3.04065
14300 0.0712525 3.04314
14400 0.0717525 3.04339
